""	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"
"ASV18155|Treponema_2"	0	0.000104690117252931	0.0000626187146465174	0.0000396956665564009	0	0	0	0.000141131308569493	0.000735671751592799	0.000283356757491953	0.000370149830213882	0.000222392448540858	0.000121087364533511	0.0000318000413400537	0.000386208080331281	0.000511103728501699	0.000327863733587298	0.000122833523725295	0.000856946983546618	0.0000938232994526974	0	0	0	0.0000844226196338872	0.000359876534665799	0.0000104552202914915	0	0	0.000213528197584759	0.000237589260965404
"ASV18091|Treponema_2"	0.000413971539456662	0.00036641541038526	0.000855789100169071	0.000357260999007608	0.000401713979646492	0.000772021925422682	0.001306467688495	0.0000564525234277972	0.000749552350679455	0.000544044974384549	0.000933421310974138	0.000593046529442289	0.000302718411333777	0.00122430159159207	0.00107280022314245	0.00130331450767933	0	0.000896684723194654	0.000956924131627057	0.0000625488663017983	0.000319306648420572	0.000134680134680135	0.0000873992177770009	0.0000703521830282394	0.000207621077691807	0.000146373084080882	0.000210847482853139	0.00020754233253165	0.000201665519941161	0.0000923958237087684
"ASV18047|Treponema_2"	0.00235446313065977	0.00104690117252931	0.00308918992256152	0.0000661594442606682	0.00357079093019104	0.00131243727321856	0.00193949842415753	0.0060686462684882	0.000721791152506142	0.000306025298091309	0.00057936495163912	0.00530035335689046	0.00105951443966822	0.00025440033072043	0.00227433647306199	0	0	0	0	0.000250195465207193	0.000980727563006044	0.000101010101010101	0.000699193742216007	0.000520606154408971	0.00292053649286476	0.000209104405829831	0.000285264241507187	0.000451709782568886	0.00188616574533204	0.00038278269822204
"ASV18106|Treponema_2"	0.000672703751617076	0.000601968174204355	0.00112713686363731	0.00187892821700298	0.000803427959292983	0.0014668416583031	0.000861999299625569	0.00279439990967596	0.000152686589953222	0.000102008432697103	0	0.000172971904420668	0	0	0	0	0.000109287911195766	0.000196533637960472	0.000714122486288848	0.0000625488663017983	0.000228076177443266	0.0000673400673400673	0.0000873992177770009	0.000154774802662127	0.0000553656207178153	0.0000522761014574577	0.0000496111724360326	0	0.000118626776435977	0
"ASV18176|Treponema_2"	0.0000776196636481242	0.0000785175879396985	0.0000834916195286898	0.000423420443268277	0.000208296137594477	0.000308808770169073	0.00028284352018964	0.0000564525234277972	0.0000138805990866566	0.0000906741623974249	0.000193121650546373	0.0000617756801502385	0.0000908155234001332	0.000222600289380376	0.0000643680133885468	0.0000894431524877974	0.000249800939876036	0.0000368500571175885	0.00014282449725777	0.000218921032056294	0.000228076177443266	0	0.0000218498044442502	0.000126633929450831	0.0000968898362561767	0.0000731865420404408	0.000173639103526114	0.0000732502350111707	0	0.000105595227095735
"ASV18291|Spirochaetes"	0.021862871927555	0.0247068676716918	0.014882381180989	0.0103208733046642	0.019326905909659	0.00947013561851823	0.0147078630498613	0.015044597493508	0.0248046305678553	0.00920342748333862	0.00881922204161772	0.0115520521880946	0.020675667494097	0.0198432257961935	0.018173235780033	0.01954971761519	0.0134111879595947	0.00232155359840808	0.0134112202925046	0.00766223612197029	0.0115406545786293	0.0125252525252525	0.00670788996438482	0.00295479168718605	0.00592412141680623	0.00564581895740543	0.00507274238158433	0.00979111474649315	0.00494673657738025	0.00568894285978274
"ASV18096|Treponema_2"	0	0.00128245393634841	0.00210816339309942	0.000833608997684419	0.000357079093019104	0.00378290743457114	0.000202031085849743	0.00889127243987806	0	0	0.0000160934708788644	0	0.0000908155234001332	0	0	0	0	0	0	0.00146989835809226	0	0.00185185185185185	0	0.0000140704366056479	0	0.0000209104405829831	0.000248055862180163	0	0	0
"ASV18059|Treponema_2"	0.000129366106080207	0.000732830820770519	0.000981026529462105	0.00172014555077737	0.000550496935071118	0.000617617540338146	0.00150849877434475	0.0000846787851416958	0.000152686589953222	0.000578047785283583	0.000450617184608204	0.000345943808841335	0.000393533934733911	0.00103350134355175	0.000965520200828202	0.0035777260995119	0.000109287911195766	0.00049133409490118	0.00552730804387569	0.000281469898358092	0.00104915041623902	0.000269360269360269	0.000174798435554002	0.000675380957071098	0.000705911664152145	0.000752775860987391	0.00192243293189626	0.000317417685048406	0.000225390875228357	0.000805163606604981
"ASV640|Bacteria"	0.0000258732212160414	0.000130862646566164	0	0.000158782666225604	0	0.0000257340641807561	0.0000673436952832476	0	0.0000832835945199395	0.0000340028108990343	0.0000321869417577289	0.0000741308161802861	0.0000908155234001332	0.0000795001033501344	0.000922608191902504	0.000293884643888477	0.0000936753524535136	0.000024566704745059	0.000428473491773309	0.000250195465207193	0.0000456152354886532	0.000101010101010101	0	0	0.000124572646615084	0.0000209104405829831	0	0	0.0000237253552871954	0
"ASV18122|Treponema_2"	0	0.0000785175879396985	0	0.000251405888190539	0.0000743914777123133	0.000514681283615121	0.000228968563963042	0.000620977757705769	0.00130477631414572	0.000668721947681008	0	0.0000988410882403815	0	0.00081090105417137	0	0	0.000921140965792884	0	0.000199954296160878	0.0000625488663017983	0.000159653324210286	0.000202020202020202	0	0	0.000678228853793237	0.000261380507287289	0.000347278207052228	0	0.0000474507105743909	0.00038278269822204
"ASV18146|Treponema_2"	0.0000258732212160414	0	0	0.0000264637777042673	0.0000297565910849253	0.0000514681283615121	0	0.0000846787851416958	0.0000277611981733132	0.0000453370811987124	0.000337962888456153	0.000148261632360572	0.0000302718411333777	0.00055650072345094	0.000750960156199713	0.0014438680330173	0	0.00024566704745059	0.000685557586837294	0.000187646598905395	0.000114038088721633	0.000134680134680135	0	0.0000140704366056479	0.0000968898362561767	0.000188193965246848	0.00019844468974413	0.0000976669800148942	0.000249116230515552	0.0000131994033869669
"ASV18019|Treponema_2"	0.000672703751617076	0.0052606783919598	0.000313093573232587	0.000529275554085346	0.00050586204844373	0.00362850304948661	0.000471405866982733	0.00231455346053969	0.0063295531835154	0.00490773903976062	0.00157716014612872	0.00151968173169587	0	0.0036093046920961	0.00173793636149076	0.000281107050675935	0.00232627125259559	0.000147400228470354	0.000557015539305302	0.0000938232994526974	0.000205268559698939	0.000168350168350168	0.00222868005331352	0.0000140704366056479	0.00549503785624317	0.0021014992785898	0.00384486586379253	0.00068366886010426	0.00116254240907258	0.000224389857578437
"ASV18000|Treponema_2"	0.00732212160413972	0.00201528475711893	0.00377799578367321	0.00517366854118425	0.0086442897101708	0.00751434674078077	0.00589930770681249	0.00668962402619397	0.0136307483030968	0.00412567438908283	0.00403946119059498	0.00155674713978601	0.000787067869467821	0.00551730717249932	0.00935481794580213	0.0074876696225499	0.000562052114721082	0.00124061858962548	0.00808386654478976	0.00234558248631744	0.00540540540540541	0.00306397306397306	0.000633644328883257	0.00185729763194552	0.00466455354547594	0.00138008907847688	0.00236893348382056	0.00231959077535374	0.00135234525137014	0.00256068425707158
"ASV18179|Treponema_2"	0.00284605433376455	0.000680485762144054	0.000396585192761277	0.0000132318888521336	0.000208296137594477	0.00115803288813402	0.000242437303019691	0	0.0000555223963466263	0.0000340028108990343	0	0	0	0	0	0	0.0000156125587422523	0.0000122833523725295	0.0000428473491773309	0	0	0	0	0	0	0	0	0	0.0000118626776435977	0
"ASV17989|Treponema_2"	0.0246313065976714	0.00410908710217755	0.00235863825168549	0.00182600066159444	0.0156668452062132	0.00252193828971409	0.0228699189181909	0.00434684430394039	0.0196549283067057	0.0139184839280047	0.00767658560921834	0.00404012948182559	0.0145910274262881	0.00516750671775873	0.00575020919604351	0.00221052362576985	0.00327863733587298	0.00287430445517191	0.00845521023765996	0.00322126661454261	0.00426502451818908	0.00579124579124579	0.00220683024886927	0.00448846927720167	0.00404169031240051	0.000564581895740543	0.000297667034616196	0.00208763169781836	0.0202733160929085	0.000831562413378915
"ASV18117|Treponema_2"	0	0.0000261725293132328	0	0.0000132318888521336	0.0000148782955424627	0	0.000121218651509846	0	0.0000555223963466263	0.0000113342702996781	0.000788580073064358	0.0000741308161802861	0.000575164981534177	0.000127200165360215	0.000514944107108374	0.0000766655592752549	0.0000312251174845045	0.000024566704745059	0.000014282449725777	0.0000938232994526974	0.0000684228532329798	0.000235690235690236	0	0.0000422113098169436	0	0.0000313656608744746	0	0.0000122083725018618	0.0046738949915775	0.000145193437256636
"ASV18018|Treponema_2"	0.000776196636481242	0.00170121440536013	0.00565655722306873	0	0.00543057787299887	0.00723127203479245	0.00258599789887671	0.000479846449136276	0.02748358619158	0.000827401731876502	0.00114263643239938	0.000271812992661049	0.000847611551734576	0.00050880066144086	0.000364752075868432	0	0	0.00534325828205034	0.00308500914076782	0.0000625488663017983	0.000250883795187593	0.000202020202020202	0.000327747066663753	0.000182915675873422	0.0000415242155383615	0.00102461158856617	0.00033487541394322	0	0	0.00120114570821399
"ASV18159|Treponema_2"	0.00131953428201811	0.0000261725293132328	0.0000626187146465174	0.000449884220972544	0.000163661250967089	0.000257340641807561	0.000134687390566495	0.000254036355425087	0.000166567189039879	0.0000793398920977467	0.000482804126365933	0.000123551360300477	0.0000605436822667555	0.000667800868141129	0	0.000127775932125425	0.0000312251174845045	0.000479050742528651	0.0000714122486288848	0	0	0	0.0000218498044442502	0.0000703521830282394	0.0000138414051794538	0	0.000111625137981073	0.000402876292561439	0.0000355880329307931	0
"ASV18169|Treponema_2"	0.000905562742561449	0.0000785175879396985	0.0000626187146465174	0.000423420443268277	0.000490983752901268	0.000102936256723024	0.000161624868679794	0.000141131308569493	0.000222089585386505	0.000124676973296459	0.000128747767030916	0.0000741308161802861	0.0000302718411333777	0.000318000413400537	0.000214560044628489	0.000268329457463392	0.0000312251174845045	0.0000859834666077066	0.0000285648994515539	0.0000312744331508991	0.00013684570646596	0.000134680134680135	0.000109249022221251	0.000154774802662127	0	0.0000522761014574577	0.0000248055862180163	0.0000976669800148942	0.000142352131723173	0.0000659970169348345
"ASV18044|Treponema_2"	0.00608020698576973	0.000104690117252931	0.00141935753198773	0.000555739331789613	0.00391299172766768	0.001055096631411	0.00246477924736686	0.00493959579993226	0.000249850783559818	0.00420501428118058	0.00310603987962084	0	0.0000302718411333777	0.000890401157521505	0.00060076812495977	0	0	0.00141258552284089	0.000128542047531993	0.000250195465207193	0.000250883795187593	0.000336700336700337	0.000502545502217755	0.0033206230389329	0.000235303888050715	0.000386843150785187	0.000719362000322473	0	0.00174381361360886	0.000976755850635551
"ASV18057|Treponema_2"	0.00144890038809832	0.000706658291457286	0.000125237429293035	0.0012570294409527	0.00269297149318574	0.00110656475977251	0.00150849877434475	0.000620977757705769	0.000194328387213192	0.00103141859727071	0.00230136633567762	0.000457140033111765	0	0.00101760132288172	0.00102988821421675	0.00199330454115663	0	0.00126518529437054	0.000956924131627057	0.000281469898358092	0.000478959972630859	0.000471380471380471	0.0000218498044442502	0.000984930562395351	0.00058133901753706	0.000209104405829831	0.000310069827725204	0.00277130055792262	0.00056940852689269	0.00101635406079645
"ASV18136|Treponema_2"	0	0	0	0.000740985775719484	0	0.000386010962711341	0	0.000790335327989161	0	0.000521376433785193	0	0	0	0	0	0	0	0	0	0.000281469898358092	0.000114038088721633	0.000336700336700337	0.000677343937771757	0	0.00175785845779063	0.000324111829036238	0.000582931276123383	0	0.000177940164653966	0.000158392840643603
"ASV18076|Treponema_2"	0.00183699870633894	0.0000261725293132328	0.0000417458097643449	0.00227588488256699	0.00367493899898828	0.00182711855683368	0.00354227837189882	0.00132663430055323	0	0.000782064650677789	0	0	0	0.0000954001240201612	0	0	0	0	0.000442755941499086	0.000281469898358092	0.00132284182917094	0.000942760942760943	0.000240347848886752	0.0000281408732112957	0.000235303888050715	0.000669134098655459	0.000384486586379253	0	0.000308429618733541	0.000263988067739338
"ASV17991|Treponema_2"	0.00108667529107374	0.00769472361809045	0.0028804608737398	0.0101091630830301	0.0125572814378385	0.00658792043027355	0.0136707701424993	0.00776222197132212	0.00290104520911123	0.0081266718048692	0.0160612839371067	0.0223133756702661	0.0113519404250166	0.0150255195331754	0.0010942562276053	0.00894431524877974	0.0024199466050491	0.00637505988134282	0.00308500914076782	0.000906958561376075	0.00424221690044475	0.00158249158249158	0.00161688552887452	0.00154774802662127	0.000664387448613783	0.00336658093386028	0.0047254641745321	0	0.00595506417708605	0.0056625440530088
"ASV18147|Treponema_2"	0.00204398447606727	0.000523450586264657	0.000333966478114759	0.0000264637777042673	0.00261858001547343	0	0.00113137408075856	0	0	0	0.0000482804126365933	0	0	0	0	0	0	0	0	0	0	0	0	0.0000281408732112957	0	0	0	0	0	0
"ASV18034|Treponema_2"	0.000802069857697283	0.00143948911222781	0.00302657120791501	0.00485610320873305	0.00168124739629828	0.00252193828971409	0.000781186865285672	0.000169357570283392	0.000319253778993101	0.00121276692206556	0.00170590791315963	0.00100076601843386	0.000575164981534177	0.00128790167427218	0.00137318428562233	0.0059543584370448	0	0.00146171893233101	0.000528450639853748	0.00406567630961689	0.00307902839548409	0.0032996632996633	0.00100509100443551	0.00201207243460765	0.000456766370921976	0.00165192480605566	0.00203405806987734	0.00100108654515267	0.00123371847493416	0.000435580311769908
"ASV18114|Treponema_2"	0.00126778783958603	0.0000261725293132328	0.000313093573232587	0.000648362553754548	0.000133904659882164	0.0000257340641807561	0.000134687390566495	0	0.000111044792693253	0.000906741623974249	0.0000482804126365933	0.000247102720600954	0.0000302718411333777	0.000333900434070564	0.000128736026777094	0	0.0000624502349690091	0.00140030217046836	0.000499885740402194	0.0000312744331508991	0.000250883795187593	0.0000673400673400673	0.0000218498044442502	0.000379901788352493	0.000318352319127438	0.000324111829036238	0.000434097758815285	0	0	0.000118794630482702
"ASV17990|Treponema_2"	0.00421733505821475	0.00779941373534338	0.00463378488384228	0.00668210387032749	0.00404689638754984	0.00360276898530585	0.00581849527247259	0.0040363554250875	0.00290104520911123	0.0161400009067416	0.00851344609491929	0.00485556845980874	0.00641763032027608	0.0111936145516989	0.0162207393739138	0.00764100074110041	0.00958611106774289	0.00437287344462051	0.00514168190127971	0.00415949960906959	0.00490363781503022	0.00888888888888889	0.00170428474665152	0.00643018952878108	0.00661619167577893	0.00443301340359241	0.00386967145001054	0.000940044682643357	0.0122422833281928	0.0016763242301448
"ASV17978|Treponema_2"	0.024372574385511	0.00478957286432161	0.0364858377340374	0.00535891498511413	0.0118133666607153	0.00589310069739314	0.0137650513158958	0.0646381393248278	0.0121455242008245	0.0249693974701909	0.00777314643449153	0.00425016679433641	0.0227341526911667	0.0108438140969583	0.00437702491042118	0.0292990212363599	0.0350970320525831	0.00976526513616096	0.00686985831809872	0.0125410476935106	0.00894058615577603	0.00925925925925926	0.00533135228439705	0.0112985605943352	0.0268661674533199	0.00409844635426468	0.00515956193334739	0.00517634994078939	0.0127523784668675	0.00180831826401447
"ASV17988|Treponema_2"	0.00895213454075032	0.00594116415410385	0.00388236030808408	0.0171352960635131	0.00958162232934595	0.00579016444067012	0.00787921234813997	0.00578638365134921	0.00378940355065725	0.0062111801242236	0.00347618970983472	0.00261928883837011	0.00178603862686929	0.00154230200499261	0.00246744051322763	0.0135698039917201	0.0167835006479212	0.0123079190772746	0.00565585009140768	0.00284597341673182	0.00567909681833732	0.00336700336700337	0.00146393689776476	0.00408042661563788	0.00231151466496879	0.00364887188173055	0.0056308680714897	0.00909523751388702	0.00481624712330067	0.00369583294835073
"ASV18156|Treponema_2"	0	0	0	0.00058220310949388	0.000327322501934178	0	0.0000673436952832476	0.00742350683075534	0	0.0000453370811987124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000138414051794538	0	0	0	0	0
"ASV17984|Treponema_2"	0.0048124191461837	0.00246021775544389	0.0646642593249703	0.0084551769765134	0.00407665297863477	0.0107053706991945	0.0042157153247313	0.00177825448797561	0.0000694029954332829	0.0107788910549939	0.0084651656822827	0.0156663124861005	0.00811285342374523	0.00111300144690188	0.0481687300190958	0.00431882650583936	0.000156125587422523	0.00924936433651472	0.00237088665447898	0.00541047693510555	0.000296499030676246	0.00383838383838384	0.0184193851465029	0.00571259726189304	0.0152117042922197	0.0139995399703072	0.0125888350056433	0.0064826457984886	0	0.0230197595068703
"ASV18130|Treponema_2"	0.000284605433376455	0.000235552763819095	0.000333966478114759	0.000132318888521336	0.00072903648158067	0.000180138449265292	0.0013603426447216	0.00019758383199729	0	0.0000340028108990343	0	0.0000370654080901431	0.000302718411333777	0	0	0	0.000843078172081622	0.000270233752195649	0.00128542047531993	0.000156372165754496	0.0000456152354886532	0.000404040404040404	0	0.000211056549084718	0.0000968898362561767	0.000125462643497899	0.000161236310417106	0	0	0.0000263988067739338
"ASV17992|Treponema_2"	0.00468305304010349	0.000549623115577889	0.00162808658080945	0.00482963943102878	0.000981967505802535	0.0019300548135567	0.00195296716321418	0.00191938579654511	0.00116597032327915	0.00319626422450923	0.0057936495163912	0.00383009216931478	0.0000908155234001332	0.00244860318318414	0.0010084322097539	0.00663157087730955	0	0.00212501996044761	0.00154250457038391	0.00140734949179046	0.00139126468240392	0.00286195286195286	0.00098324119999126	0.00066131052046545	0.00139798192312484	0.00124417121468749	0.00109144579359272	0.00327184383049896	0.00227763410757076	0.00116154749805309
"ASV18100|Treponema_2"	0.000517464424320828	0.000654313232830821	0.000104364524410862	0.00104531921931856	0.000684401594953282	0.0000772021925422682	0.000457937127926084	0	0.000235970184473162	0.00107675567846942	0.000756393131306629	0.000210037312510811	0.0000908155234001332	0.000969901260871639	0.00124444825884524	0.00112442820270374	0.000608889790947838	0.0000368500571175885	0.000285648994515539	0.000344018764659891	0.000273691412931919	0.000471380471380471	0.000109249022221251	0.00039397222495814	0.0000553656207178153	0.0000209104405829831	0.0000620139655450407	0	0.0000711760658615863	0
"ASV17994|Treponema_2"	0.00566623544631307	0.00117776381909548	0.00302657120791501	0.00261991399272246	0.0037046955900732	0.0033968964718598	0.00495649597284702	0.00146776560912273	0.00509417986480297	0.00204016865394206	0.00173809485491736	0.00623934369517408	0.00157413573893564	0.00265530345189449	0.000986976205291051	0.00304106718458511	0.00048398932100982	0.00302170468364226	0.00294218464351005	0.00206411258795934	0.00184741703729046	0.00232323232323232	0.00279677496886403	0.00140704366056479	0.00209005218209753	0.00213286493946427	0.00217048879407643	0.0013429209752048	0.0093240646278678	0.000976755850635551
"ASV18009|Treponema_2"	0.0007503234152652	0.00125628140703518	0.00093928071969776	0.0030301025471386	0.0023507706957091	0.000797755989603438	0.00334024728604908	0.000338715140566783	0.00180447788126536	0.00200616584304303	0.0007242061895489	0.000111196224270429	0.000756796028334443	0.0012402016122621	0.0000429120089256979	0.00152053359229256	0.0000936753524535136	0.00137573546572331	0.00241373400365631	0.000906958561376075	0.00173337894856882	0.000774410774410774	0.000655494133327507	0.000816085323127577	0.000678228853793237	0.000345022269619221	0.000483708931251318	0.000439501410067024	0.00143538399487532	0.000131994033869669
"ASV18020|Treponema_2"	0.00165588615782665	0.00107307370184255	0.00434156421549187	0.000516043665233212	0.0050586204844373	0.00136390540158007	0.00572421409907604	0.0375973806029129	0	0.00369497211769506	0	0.00101312115446391	0	0	0	0	0.000281026057360541	0.000687867732861653	0.000171389396709324	0.000844409695074277	0.000250883795187593	0.00117845117845118	0.000349596871108004	0.00337690478535549	0.000359876534665799	0.00142190995964285	0.000905403896957595	0	0.000628721915110679	0.001993109911432
"ASV18101|Treponema_2"	0.000776196636481242	0.00036641541038526	0.000354839382996932	0.000304333443599074	0.000163661250967089	0.000205872513446049	0.000350187215472887	0.000677430281133567	0.000249850783559818	0.00041936800108809	0.000273589004940696	0.000444784897081717	0	0.00050880066144086	0.00060076812495977	0.0015333111855051	0.0000468376762267568	0.000393067275920944	0.00014282449725777	0.000156372165754496	0.0000912304709773064	0.000202020202020202	0.0000873992177770009	0.000675380957071098	0.0000138414051794538	0.00013591786378939	0.000186041896635122	0.00096446142764708	0.000854112790339035	0.000277187471126305
"ASV18015|Treponema_2"	0.00579560155239327	0.00321922110552764	0.00279696925421111	0.00878597419781674	0.00465690650479081	0.003165289894233	0.00387899684831506	0.00649204019419668	0.00048582096803298	0.00180214897764882	0.00201168385985806	0.000877214658133386	0.000847611551734576	0.00411810535353696	0.00272491256678181	0.00232552196468273	0.00226382101762658	0.00314453820736755	0.00249942870201097	0.00146989835809226	0.00182460941954613	0.00158249158249158	0.000436996088885004	0.00211056549084718	0.0014671889490221	0.00227923802354516	0.00264179493221874	0.000463918155070748	0.00113881705378538	0.00124074391837489
"ASV18045|Treponema_2"	0.0000776196636481242	0	0.0000208729048821725	0.00338736354614621	0.0146699994048682	0.0044519931032708	0.0120410527166447	0.000649204019419668	0	0	0.0000160934708788644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV17977|Treponema_2"	0.00139715394566624	0.0222466499162479	0.000834916195286898	0.0325504465762488	0.00858477652800095	0.00277927893152166	0.00622255744417208	0.00112905046855594	0.00174895548491873	0.00146212086865848	0.0143875629657048	0.0125157527984383	0.00093842707513471	0.131159270507052	0.0536614671615852	0.0143492371776852	0.0172362648514465	0.0162017417793664	0.0535306215722121	0.0145113369820172	0.013616147793363	0.0212457912457912	0.00163873533331877	0.0135216895780276	0.00436004263152795	0.0162683227735608	0.0171034516973222	0.015101756784803	0.00244371159458113	0.00584733570042634
"ASV359|Bacteria"	0.000569210866752911	0.00476340033500838	0.00200379886868856	0.00799206086668872	0.00251443194667619	0.00182711855683368	0.00553565175228295	0.00282262617138986	0.00117985092236581	0.00750328693838691	0.00392680689444292	0.0000864859522103338	0.000998970757401465	0.0050880066144086	0	0.00025555186425085	0.000187350704907027	0.00211273660807508	0.00671275137111517	0.000906958561376075	0.0038544873987912	0.00107744107744108	0.000808442764437258	0.00174473413910034	0.00047060777610143	0.000784141521861866	0.000917806690066603	0	0.000688035303328667	0.00038278269822204
